time,homeplayer,awayplayer,homescore,awayscore,set1homescore,set1awayscore,set2homescore,set2awayscore,set3homescore,set3awayscore,set4homescore,set4awayscore,set5homescore,set5awayscore,nset
24.02.2023,Lehecka J.,Murray A.,1,2,0,6,6,3,6,6,7,8,0,0,5
22.02.2023,Lehecka J.,Ruusuvuori E.,2,0,6,2,7,7,6,2,0,0,0,0,5
05.02.2023,Sousa J.,Lehecka J.,0,2,4,6,1,6,0,0,0,0,0,0,3
18.01.2023,Eubanks C.,Lehecka J.,1,3,4,6,4,6,6,3,3,6,0,0,5
11.01.2023,Lehecka J.,Norrie C.,1,2,4,6,7,7,6,4,3,6,0,0,5
08.01.2023,Lehecka J.,Bagnis F.,2,1,6,2,3,6,6,1,0,0,0,0,5
31.12.2022,Zverev A.,Lehecka J.,0,2,4,6,2,6,0,0,0,0,0,0,3
12.11.2022,Nakashima B.,Lehecka J.,3,0,4,7,3,5,4,8,3,6,4,2,5
10.11.2022,Arnaldi M.,Lehecka J.,0,3,3,5,4,7,1,4,3,4,4,7,5
09.11.2022,Nakashima B.,Lehecka J.,3,0,4,1,4,7,3,2,4,2,0,0,5
30.10.2022,Lehecka J.,Ymer M.,0,2,6,6,7,8,2,6,0,0,0,0,5
20.10.2022,Ruusuvuori E.,Lehecka J.,2,0,6,2,6,2,0,0,0,0,0,0,3
06.10.2022,Lehecka J.,Sels J.,0,1,6,8,7,10,2,4,0,0,0,0,5
17.09.2022,Leshem E.,Lehecka J.,1,2,6,4,0,6,5,7,0,0,0,0,5
07.08.2022,Lehecka J.,Alvarez Varona N.,2,0,6,4,6,4,0,0,0,0,0,0,3
06.08.2022,Lehecka J.,Mpetshi Perricard G.,2,1,6,4,6,5,7,7,7,7,6,5,5
05.08.2022,Lehecka J.,Kopriva V.,2,0,6,4,6,1,0,0,0,0,0,0,3
04.08.2022,Lehecka J.,Nagal S.,2,1,6,4,1,6,6,3,0,0,0,0,5
27.07.2022,Lehecka J.,Sousa J.,2,1,7,8,6,6,1,6,6,3,0,0,5
21.07.2022,Ruud C.,Lehecka J.,2,0,6,3,6,4,0,0,0,0,0,0,3
15.07.2022,Lehecka J.,Darderi L.,1,2,6,4,6,1,7,7,4,6,0,0,5
14.07.2022,Lehecka J.,Chepelev A.,2,1,6,4,4,6,6,4,0,0,0,0,5
06.07.2022,Lehecka J.,Martin Tiffon P.,0,2,4,6,4,6,0,0,0,0,0,0,3
08.05.2022,Rodionov J.,Lehecka J.,2,0,6,4,6,4,0,0,0,0,0,0,3
07.05.2022,Novak D.,Lehecka J.,0,2,2,6,3,6,0,0,0,0,0,0,3
06.05.2022,Albot R.,Lehecka J.,0,2,1,6,4,6,0,0,0,0,0,0,3
04.05.2022,Misolic F.,Lehecka J.,0,2,4,6,4,6,0,0,0,0,0,0,3
24.04.2022,Tabilo A.,Lehecka J.,0,2,4,6,6,3,7,7,0,0,0,0,5
21.04.2022,Lehecka J.,Rublev A.,1,2,6,4,6,1,7,7,2,6,0,0,5
18.04.2022,Lehecka J.,Cobolli F.,2,0,6,4,7,7,6,3,0,0,0,0,5
10.04.2022,Bonzi B.,Lehecka J.,0,2,4,6,3,6,0,0,0,0,0,0,3
11.03.2022,Lehecka J.,Etcheverry T. M.,0,2,4,6,3,6,0,0,0,0,0,0,3
10.03.2022,Lehecka J.,Oliveira G.,2,1,6,3,3,6,6,3,0,0,0,0,5
06.02.2022,Moutet C.,Lehecka J.,1,2,4,6,6,4,4,6,0,0,0,0,5
14.01.2022,Popko D.,Lehecka J.,1,2,6,4,3,6,3,6,0,0,0,0,5
12.01.2022,Purcell M.,Lehecka J.,0,2,6,2,7,7,6,8,7,10,0,0,5
07.01.2022,Fratangelo B.,Lehecka J.,2,1,1,6,6,3,7,7,6,5,0,0,5
06.01.2022,Marterer M.,Lehecka J.,1,2,6,4,1,6,5,7,0,0,0,0,5
21.11.2021,Albot R.,Lehecka J.,2,0,6,2,7,7,6,5,0,0,0,0,5
19.11.2021,Mayot H.,Lehecka J.,0,2,4,6,2,6,0,0,0,0,0,0,3
18.11.2021,Hemery C.,Lehecka J.,1,2,6,4,7,7,6,4,5,7,0,0,5
11.11.2021,Zuk K.,Lehecka J.,1,2,6,2,3,6,2,6,0,0,0,0,5
03.11.2021,Lehecka J.,Dzumhur D.,0,2,4,6,4,6,0,0,0,0,0,0,3
30.09.2021,Lehecka J.,Nagal S.,0,2,5,7,3,6,0,0,0,0,0,0,3
26.09.2021,Lehecka J.,Horansky F.,2,0,6,3,6,2,0,0,0,0,0,0,3
25.09.2021,Travaglia S.,Lehecka J.,0,2,3,6,6,3,7,7,0,0,0,0,5
24.09.2021,Ionel N. D.,Lehecka J.,0,2,4,6,4,6,0,0,0,0,0,0,3
23.09.2021,Madaras N.,Lehecka J.,0,2,1,6,2,6,0,0,0,0,0,0,3
08.09.2021,Majchrzak K.,Lehecka J.,2,0,6,1,6,0,0,0,0,0,0,0,3
27.08.2021,Ilkel C.,Lehecka J.,2,0,7,7,6,2,6,3,0,0,0,0,5
26.08.2021,Lehecka J.,Marchenko I.,2,1,4,6,7,12,6,10,6,4,0,0,5
01.08.2021,Zapata Miralles B.,Lehecka J.,2,0,6,3,6,2,0,0,0,0,0,0,3
31.07.2021,Shevchenko A.,Lehecka J.,0,2,4,6,2,6,0,0,0,0,0,0,3
29.07.2021,Vukic A.,Lehecka J.,0,2,3,6,4,6,0,0,0,0,0,0,3
25.07.2021,Kicker N.,Lehecka J.,1,2,7,5,4,6,3,6,0,0,0,0,5
24.07.2021,Lehecka J.,Jacquet K.,2,0,6,3,6,0,0,0,0,0,0,0,3
23.07.2021,Virtanen O.,Lehecka J.,0,2,4,6,1,6,0,0,0,0,0,0,3
22.07.2021,Jarry N.,Lehecka J.,0,2,4,6,4,6,0,0,0,0,0,0,3
09.07.2021,Jarry N.,Lehecka J.,2,0,7,8,6,6,6,4,0,0,0,0,5
08.07.2021,Lehecka J.,Muller A.,2,0,6,2,6,4,0,0,0,0,0,0,3
05.07.2021,Lehecka J.,Jianu F. C.,2,0,7,5,6,4,0,0,0,0,0,0,3
24.06.2021,Lehecka J.,Elias G.,0,2,2,6,4,6,0,0,0,0,0,0,3
09.06.2021,Lehecka J.,Coria F.,2,0,7,7,6,5,7,8,6,6,0,0,5
07.06.2021,Lehecka J.,Forejtek J.,2,0,7,7,6,4,6,3,0,0,0,0,5
23.05.2021,Lehecka J.,Sachko V.,2,0,6,3,6,2,0,0,0,0,0,0,3
22.05.2021,Lehecka J.,Satral J.,2,0,6,3,6,1,0,0,0,0,0,0,3
21.05.2021,Lehecka J.,Rikl P.,2,1,6,1,3,6,6,2,0,0,0,0,5
20.05.2021,Lehecka J.,Krumich M.,2,0,6,2,6,3,0,0,0,0,0,0,3
14.05.2021,Lehecka J.,Guinard M.,1,2,7,7,6,4,4,6,3,6,0,0,5
13.05.2021,Lehecka J.,De Jong J.,2,0,6,4,6,4,0,0,0,0,0,0,3
05.05.2021,Otte O.,Lehecka J.,2,1,6,1,3,6,6,3,0,0,0,0,5
29.04.2021,Lehecka J.,Bonzi B.,0,2,3,6,4,6,0,0,0,0,0,0,3
04.04.2021,van Rijthoven T.,Lehecka J.,2,0,6,2,6,1,0,0,0,0,0,0,3
03.04.2021,Lehecka J.,Ehrat S.,2,0,6,3,7,8,6,6,0,0,0,0,5
02.04.2021,Lehecka J.,Gautier A.,2,1,7,7,6,5,6,3,7,7,6,3,5
01.04.2021,Lehecka J.,Kalenichenko D.,2,0,6,1,6,2,0,0,0,0,0,0,3
13.03.2021,Zuk K.,Lehecka J.,2,0,7,9,6,7,6,3,0,0,0,0,5
12.03.2021,Lehecka J.,Popko D.,2,0,6,4,6,4,0,0,0,0,0,0,3
10.03.2021,Molleker R.,Lehecka J.,0,2,2,6,3,6,0,0,0,0,0,0,3
08.03.2021,Lehecka J.,Sels J.,2,0,6,4,6,3,0,0,0,0,0,0,3
01.03.2021,Lehecka J.,Kuznetsov An.,0,2,3,6,1,6,0,0,0,0,0,0,3
21.02.2021,Cias P.,Lehecka J.,0,2,1,6,3,6,0,0,0,0,0,0,3
20.02.2021,Lehecka J.,Hsu Yu H.,2,0,6,4,6,1,0,0,0,0,0,0,3
19.02.2021,Gengel M.,Lehecka J.,1,2,3,6,6,1,4,6,0,0,0,0,5
18.02.2021,Shimabukuro S.,Lehecka J.,0,2,0,6,4,6,0,0,0,0,0,0,3
13.02.2021,Gengel M.,Lehecka J.,2,1,5,7,6,4,6,3,0,0,0,0,5
12.02.2021,Crepaldi E.,Lehecka J.,0,2,5,7,5,7,0,0,0,0,0,0,3
11.02.2021,Mochizuki S.,Lehecka J.,1,2,2,6,7,7,6,1,3,6,0,0,5
05.02.2021,Brooksby J.,Lehecka J.,2,1,6,0,4,6,7,5,0,0,0,0,5
04.02.2021,Geerts M.,Lehecka J.,0,2,1,6,2,6,0,0,0,0,0,0,3
02.10.2020,Lehecka J.,Satral J.,0,2,2,6,3,6,0,0,0,0,0,0,3
01.10.2020,Miedler L.,Lehecka J.,1,2,6,4,5,7,4,6,0,0,0,0,5
19.09.2020,Lindell Ch.,Lehecka J.,0,2,4,6,5,7,0,0,0,0,0,0,3
18.09.2020,Lehecka J.,Miedler L.,2,0,6,3,6,0,0,0,0,0,0,0,3
17.09.2020,Kodat T. A.,Lehecka J.,1,2,3,6,6,3,3,6,0,0,0,0,5
11.09.2020,Lehecka J.,Majchrzak K.,1,2,6,4,1,6,2,6,0,0,0,0,5
10.09.2020,Horansky F.,Lehecka J.,0,2,1,6,1,6,0,0,0,0,0,0,3
09.09.2020,Lehecka J.,Milojevic N.,2,0,7,7,6,4,6,3,0,0,0,0,5
19.08.2020,Lehecka J.,Nagal S.,1,2,7,5,6,4,7,7,3,6,0,0,5
17.08.2020,Rola B.,Lehecka J.,0,2,4,6,6,4,7,7,0,0,0,0,5
07.08.2020,Duda F.,Lehecka J.,1,2,6,2,5,7,10,12,0,0,0,0,5
31.07.2020,Lehecka J.,Paroulek T.,2,1,7,5,4,6,7,5,0,0,0,0,5
30.07.2020,Lehecka J.,Sachko V.,0,2,4,6,1,6,0,0,0,0,0,0,3
24.07.2020,Lehecka J.,Horak V.,2,0,6,3,6,2,0,0,0,0,0,0,3
19.07.2020,Forejtek J.,Lehecka J.,2,1,3,6,7,5,6,1,0,0,0,0,5
17.07.2020,Satral J.,Lehecka J.,1,2,7,8,6,6,6,5,7,7,2,6,5
16.07.2020,Gengel M.,Lehecka J.,0,2,6,6,7,8,1,6,0,0,0,0,5
10.07.2020,Donald M.,Lehecka J.,0,2,4,6,0,6,0,0,0,0,0,0,3
03.07.2020,Lehecka J.,Kellovsky D.,2,1,4,6,6,2,10,6,0,0,0,0,5
23.06.2020,Styler O.,Lehecka J.,2,1,4,6,6,3,10,7,0,0,0,0,5
23.06.2020,Lehecka J.,Donald M.,2,0,6,4,6,1,0,0,0,0,0,0,3
19.06.2020,Lehecka J.,Paulson A.,2,0,6,3,6,0,0,0,0,0,0,0,3
18.06.2020,Lehecka J.,Jirousek T.,2,0,7,7,6,4,6,3,0,0,0,0,5
12.06.2020,Forejtek J.,Lehecka J.,0,0,3,2,0,0,0,0,0,0,0,0,3
27.05.2020,Vrbensky M.,Lehecka J.,2,0,6,2,6,3,0,0,0,0,0,0,3
27.02.2020,Klein L.,Lehecka J.,2,1,4,6,6,2,6,3,0,0,0,0,5
07.09.2019,Nava E.,Lehecka J.,2,0,6,3,6,1,0,0,0,0,0,0,3
05.09.2019,Lehecka J.,Hijikata R.,2,0,6,4,6,3,0,0,0,0,0,0,3
03.09.2019,Lehecka J.,Zgirovsky A.,2,0,6,3,6,2,0,0,0,0,0,0,3
30.07.2019,Lehecka J.,Marcora R.,1,2,7,7,6,5,5,7,4,6,0,0,5
09.07.2019,Grant W.,Lehecka J.,2,0,6,4,7,8,6,6,0,0,0,0,5
04.06.2019,Galan D. E.,Lehecka J.,2,0,6,0,7,8,6,6,0,0,0,0,5
01.05.2019,Zopp J.,Lehecka J.,1,2,5,7,7,7,6,4,4,6,0,0,5
24.01.2019,Lehecka J.,Nava E.,1,2,6,5,7,7,6,4,2,6,0,0,5
23.01.2019,Khan Z.,Lehecka J.,0,2,6,1,7,7,4,6,0,0,0,0,5
22.01.2019,Lehecka J.,Wendelken H.,2,0,6,2,6,2,0,0,0,0,0,0,3
05.09.2018,Lehecka J.,Seyboth Wild T.,0,2,4,6,2,6,0,0,0,0,0,0,3
18.04.2023,Ruud C.,Shelton B.,2,0,6,2,7,7,6,1,0,0,0,0,5
06.04.2023,Thiem D.,Shelton B.,2,0,6,2,6,2,0,0,0,0,0,0,3
12.03.2023,Fritz T.,Shelton B.,2,1,4,6,6,4,6,3,0,0,0,0,5
23.01.2023,Shelton B.,Wolf J.J.,3,2,6,5,7,7,6,2,6,4,7,7,5
21.01.2023,Popyrin A.,Shelton B.,0,3,3,6,6,4,7,7,4,6,0,0,5
19.01.2023,Shelton B.,Jarry N.,3,0,7,7,6,3,7,7,6,3,7,5,5
11.01.2023,Shelton B.,Halys Q.,0,2,3,6,2,6,0,0,0,0,0,0,3
20.11.2022,Vukic A.,Shelton B.,1,2,6,0,3,6,2,6,0,0,0,0,5
19.11.2022,Shelton B.,Kovacevic A.,2,1,6,3,7,7,6,2,6,4,0,0,5
18.11.2022,Gunneswaran P.,Shelton B.,0,2,3,6,5,7,0,0,0,0,0,0,3
17.11.2022,Quinn E.,Shelton B.,0,2,4,6,4,6,0,0,0,0,0,0,3
13.11.2022,Eubanks C.,Shelton B.,1,2,3,6,6,1,6,4,7,7,0,0,5
12.11.2022,Shelton B.,Couacaud E.,2,1,6,3,7,7,6,4,6,4,0,0,5
11.11.2022,Kovacevic A.,Shelton B.,0,2,5,7,4,6,0,0,0,0,0,0,3
10.11.2022,Krueger M.,Shelton B.,0,2,2,6,1,6,0,0,0,0,0,0,3
06.11.2022,Eubanks C.,Shelton B.,0,2,6,4,7,7,5,7,0,0,0,0,5
05.11.2022,Shelton B.,Jubb P.,2,1,7,8,6,6,3,6,7,5,0,0,5
04.11.2022,Shelton B.,Gerch L.,2,0,6,3,7,5,0,0,0,0,0,0,3
03.11.2022,Shelton B.,Holt B.,2,0,6,3,6,4,0,0,0,0,0,0,3
27.10.2022,Escobedo E.,Shelton B.,2,0,6,2,6,3,0,0,0,0,0,0,3
14.10.2022,Shelton B.,Diallo G.,1,2,7,5,6,5,7,7,3,6,0,0,5
09.10.2022,Shelton B.,Svajda Z.,1,2,6,2,2,6,4,6,0,0,0,0,5
09.10.2022,Kudla D.,Shelton B.,1,1,6,3,4,6,0,3,0,0,0,0,5
08.10.2022,Shelton B.,Krueger M.,2,0,6,3,6,4,0,0,0,0,0,0,3
05.10.2022,Shelton B.,Riffice S.,2,0,6,3,6,2,0,0,0,0,0,0,3
17.08.2022,Ruud C.,Shelton B.,0,2,3,6,3,6,0,0,0,0,0,0,3
14.08.2022,Safiullin R.,Shelton B.,2,1,6,3,4,6,7,5,0,0,0,0,5
13.08.2022,Shelton B.,Brouwer G.,2,0,6,3,7,5,0,0,0,0,0,0,3
12.08.2022,Shelton B.,Thompson J.,2,0,7,14,6,12,6,4,0,0,0,0,5
11.08.2022,Harris B.,Shelton B.,0,2,3,6,2,6,0,0,0,0,0,0,3
29.07.2022,Shelton B.,Isner J.,1,2,6,8,7,10,6,4,6,3,7,7,5
23.07.2022,Kovacevic A.,Shelton B.,2,0,6,4,7,5,0,0,0,0,0,0,3
22.07.2022,Purcell M.,Shelton B.,0,2,6,5,7,7,4,6,0,0,0,0,5
21.07.2022,Shelton B.,van Rijthoven T.,0,1,6,7,7,9,1,2,0,0,0,0,5
17.07.2022,Shelton B.,Wu Y.,0,2,5,7,3,6,0,0,0,0,0,0,3
16.07.2022,Uchiyama Y.,Shelton B.,0,2,1,6,3,6,0,0,0,0,0,0,3
15.07.2022,Kovacevic A.,Shelton B.,0,2,6,2,7,7,5,7,0,0,0,0,5
14.07.2022,Shelton B.,Rybakov A.,2,0,7,7,6,4,6,3,0,0,0,0,5
11.07.2022,Shelton B.,Draxl L.,2,0,6,4,6,1,0,0,0,0,0,0,3
04.06.2022,Kubler J.,Shelton B.,2,0,6,4,6,4,0,0,0,0,0,0,3
03.06.2022,Burruchaga R. A.,Shelton B.,0,2,5,7,1,6,0,0,0,0,0,0,3
03.06.2022,Shelton B.,Gomez E.,2,0,6,4,6,4,0,0,0,0,0,0,3
19.11.2021,Watanuki Y.,Shelton B.,2,0,6,2,6,1,0,0,0,0,0,0,3
18.11.2021,Krstin P.,Shelton B.,1,2,6,4,0,6,1,6,0,0,0,0,5
15.11.2021,Heck H.,Shelton B.,0,2,3,6,3,6,0,0,0,0,0,0,3
29.10.2021,Shelton B.,Kirkov V.,1,2,6,3,7,7,6,2,3,6,0,0,5
28.10.2021,Shelton B.,Vale D.,2,1,6,3,3,6,6,3,0,0,0,0,5
22.10.2021,Draxl L.,Shelton B.,2,1,6,1,6,3,7,7,6,4,0,0,5
21.10.2021,Bicknell B.,Shelton B.,1,2,6,3,1,6,2,6,0,0,0,0,5
01.08.2021,Shelton B.,Brouwer G.,2,0,7,7,6,4,6,3,0,0,0,0,5
31.07.2021,Hsu Yu H.,Shelton B.,0,2,4,6,1,6,0,0,0,0,0,0,3
30.07.2021,Shelton B.,Jubb P.,2,0,6,1,6,2,0,0,0,0,0,0,3
29.07.2021,Shelton B.,Langmo C.,2,0,6,4,6,4,0,0,0,0,0,0,3
19.07.2021,Kovacevic A.,Shelton B.,2,0,6,3,6,4,0,0,0,0,0,0,3
02.07.2021,Kozlov S.,Shelton B.,2,0,7,5,6,1,0,0,0,0,0,0,3
07.04.2023,Cecchinato M.,Davidovich Fokina A.,2,0,7,5,7,7,6,5,0,0,0,0,5
14.03.2023,Davidovich Fokina A.,Garin C.,2,0,6,3,6,4,0,0,0,0,0,0,3
22.02.2023,Davidovich Fokina A.,Kwon S.,2,0,6,3,6,2,0,0,0,0,0,0,3
09.02.2023,Davidovich Fokina A.,Halys Q.,0,2,3,6,3,6,0,0,0,0,0,0,3
11.01.2023,Millman J.,Davidovich Fokina A.,0,2,3,6,3,6,0,0,0,0,0,0,3
02.09.2022,Galan D. E.,Davidovich Fokina A.,1,3,4,6,7,5,4,6,4,6,0,0,5
31.08.2022,Davidovich Fokina A.,Fucsovics M.,3,2,7,7,6,3,5,7,3,6,6,0,5
20.07.2022,Davidovich Fokina A.,Kovalik J.,2,0,6,2,6,2,0,0,0,0,0,0,3
29.06.2022,Vesely J.,Davidovich Fokina A.,3,2,6,3,5,7,6,2,7,7,6,3,5
10.05.2022,Davidovich Fokina A.,Auger-Aliassime F.,1,2,6,4,6,2,7,7,2,6,0,0,5
14.04.2022,Davidovich Fokina A.,Goffin D.,2,0,6,4,6,1,0,0,0,0,0,0,3
12.04.2022,Djokovic N.,Davidovich Fokina A.,1,2,3,6,7,7,6,5,1,6,0,0,5
13.03.2022,Davidovich Fokina A.,Shapovalov D.,1,2,6,4,4,6,2,6,0,0,0,0,5
10.11.2021,Evans D.,Davidovich Fokina A.,2,0,7,7,6,5,6,2,0,0,0,0,5
22.10.2021,Brooksby J.,Davidovich Fokina A.,2,0,7,5,6,0,0,0,0,0,0,0,3
20.10.2021,Davidovich Fokina A.,Garin C.,2,1,4,6,6,3,6,3,0,0,0,0,5
10.10.2021,Harris L.,Davidovich Fokina A.,2,0,6,3,6,3,0,0,0,0,0,0,3
23.09.2021,Basilashvili N.,Davidovich Fokina A.,2,1,0,6,6,4,7,7,6,4,0,0,5
26.07.2021,Millman J.,Davidovich Fokina A.,1,2,4,6,7,7,6,4,3,6,0,0,5
23.06.2021,Davidovich Fokina A.,Pospisil V.,0,1,6,1,7,7,0,0,0,0,0,0,5
06.06.2021,Davidovich Fokina A.,Delbonis F.,3,1,6,4,6,4,4,6,6,4,0,0,5
09.05.2021,Davidovich Fokina A.,Moutet C.,2,0,6,4,7,7,6,5,0,0,0,0,5
05.05.2021,Davidovich Fokina A.,Medvedev D.,1,2,6,4,4,6,2,6,0,0,0,0,5
01.05.2021,Ramos A.,Davidovich Fokina A.,2,0,6,1,6,4,0,0,0,0,0,0,3
30.04.2021,Humbert U.,Davidovich Fokina A.,0,2,4,6,4,6,0,0,0,0,0,0,3
28.04.2021,Chardy J.,Davidovich Fokina A.,0,2,1,6,2,6,0,0,0,0,0,0,3
15.04.2021,Pouille L.,Davidovich Fokina A.,0,2,2,6,6,2,7,7,0,0,0,0,5
13.04.2021,Davidovich Fokina A.,Berrettini M.,2,0,7,5,6,3,0,0,0,0,0,0,3
08.04.2021,Davidovich Fokina A.,Ivashka I.,0,2,1,6,3,6,0,0,0,0,0,0,3
16.03.2021,Davidovich Fokina A.,Krajinovic F.,0,2,5,7,4,6,0,0,0,0,0,0,3
11.03.2021,Davidovich Fokina A.,Rinderknech A.,1,2,6,3,1,6,2,6,0,0,0,0,5
04.03.2021,Fucsovics M.,Davidovich Fokina A.,2,0,6,3,6,2,0,0,0,0,0,0,3
26.02.2021,Gerasimov E.,Davidovich Fokina A.,2,1,4,6,6,4,7,5,0,0,0,0,5
25.02.2021,Davidovich Fokina A.,Hurkacz H.,2,0,7,5,6,2,0,0,0,0,0,0,3
18.02.2021,Davidovich Fokina A.,Gaio F.,0,2,6,2,7,7,4,6,0,0,0,0,5
05.11.2020,Schwartzman D.,Davidovich Fokina A.,2,0,6,1,6,1,0,0,0,0,0,0,3
04.11.2020,Bonzi B.,Davidovich Fokina A.,0,2,4,6,4,6,0,0,0,0,0,0,3
01.11.2020,Davidovich Fokina A.,Caruso S.,2,1,6,4,1,6,6,1,0,0,0,0,5
23.10.2020,Davidovich Fokina A.,Schwartzman D.,1,2,6,2,6,3,7,7,1,6,0,0,5
21.10.2020,Johnson S.,Davidovich Fokina A.,0,2,6,3,7,7,3,6,0,0,0,0,5
16.10.2020,Novak D.,Davidovich Fokina A.,1,2,3,6,6,2,3,6,0,0,0,0,5
14.09.2020,Davidovich Fokina A.,Moutet C.,2,0,6,1,6,2,0,0,0,0,0,0,3
13.09.2020,Davidovich Fokina A.,Sugita Y.,2,0,6,0,6,1,0,0,0,0,0,0,3
18.07.2020,Andujar P.,Davidovich Fokina A.,0,2,1,6,2,6,0,0,0,0,0,0,3
28.02.2020,Garin C.,Davidovich Fokina A.,2,1,6,2,0,6,7,7,6,4,0,0,5
22.01.2020,Schwartzman D.,Davidovich Fokina A.,3,0,6,1,6,4,6,2,0,0,0,0,5
05.01.2020,Ymer M.,Davidovich Fokina A.,2,1,3,6,7,5,6,4,0,0,0,0,5
27.10.2019,Istomin D.,Davidovich Fokina A.,1,2,3,6,7,5,6,5,7,7,0,0,5
26.10.2019,Gojo B.,Davidovich Fokina A.,0,2,2,6,2,6,0,0,0,0,0,0,3
25.10.2019,Shimizu Y.,Davidovich Fokina A.,1,2,7,5,3,6,1,6,0,0,0,0,5
24.10.2019,Safiullin R.,Davidovich Fokina A.,0,2,3,6,3,6,0,0,0,0,0,0,3
19.10.2019,Diez S.,Davidovich Fokina A.,2,0,6,1,6,3,0,0,0,0,0,0,3
18.10.2019,Davidovich Fokina A.,Gojo B.,2,1,6,3,7,7,6,2,6,4,0,0,5
17.10.2019,Davidovich Fokina A.,Petrovic D.,2,0,6,4,6,3,0,0,0,0,0,0,3
21.09.2019,Davidovich Fokina A.,Lorenzi P.,1,2,3,6,6,4,5,7,0,0,0,0,5
20.09.2019,Davidovich Fokina A.,Giannessi A.,2,0,6,2,6,1,0,0,0,0,0,0,3
19.09.2019,Davidovich Fokina A.,Benchetrit E.,2,0,6,2,6,2,0,0,0,0,0,0,3
15.09.2019,Munar J.,Davidovich Fokina A.,1,2,6,2,2,6,2,6,0,0,0,0,5
14.09.2019,Davidovich Fokina A.,Caruso S.,2,0,6,1,6,2,0,0,0,0,0,0,3
13.09.2019,Coppejans K.,Davidovich Fokina A.,0,2,3,6,0,6,0,0,0,0,0,0,3
12.09.2019,Sakamoto P.,Davidovich Fokina A.,0,2,3,6,2,6,0,0,0,0,0,0,3
08.09.2019,Sonego L.,Davidovich Fokina A.,2,1,6,2,4,6,7,8,6,6,0,0,5
07.09.2019,Davidovich Fokina A.,Ramos A.,2,1,3,6,6,2,6,3,0,0,0,0,5
06.09.2019,Davidovich Fokina A.,Daniel T.,2,0,6,4,6,4,0,0,0,0,0,0,3
05.09.2019,Munar J.,Davidovich Fokina A.,1,2,6,4,4,6,3,6,0,0,0,0,5
31.08.2019,Davidovich Fokina A.,Ruusuvuori E.,0,2,5,7,2,6,0,0,0,0,0,0,3
30.08.2019,Rodionov J.,Davidovich Fokina A.,1,2,4,6,6,1,6,3,7,7,0,0,5
29.08.2019,Menendez A.,Davidovich Fokina A.,0,1,1,6,0,3,0,0,0,0,0,0,3
21.07.2019,Davidovich Fokina A.,Nagal S.,0,2,3,6,5,7,0,0,0,0,0,0,3
16.06.2019,Mahut N.,Davidovich Fokina A.,2,1,7,5,4,6,6,3,0,0,0,0,5
09.06.2019,Arnaboldi A.,Davidovich Fokina A.,0,2,6,5,7,7,5,7,0,0,0,0,5
23.05.2019,Maden Y.,Davidovich Fokina A.,2,1,6,3,3,6,6,1,0,0,0,0,5
22.05.2019,Domingues J.,Davidovich Fokina A.,0,2,2,6,5,7,0,0,0,0,0,0,3
04.05.2019,Davidovich Fokina A.,Cuevas P.,1,2,6,3,2,6,2,6,0,0,0,0,5
03.05.2019,Davidovich Fokina A.,Monfils G.,2,1,6,2,7,7,7,5,6,4,0,0,5
01.05.2019,Chardy J.,Davidovich Fokina A.,0,2,1,6,2,6,0,0,0,0,0,0,3
21.04.2019,Ramos A.,Davidovich Fokina A.,2,0,7,5,7,5,0,0,0,0,0,0,3
08.04.2019,Davidovich Fokina A.,Karlovskiy E.,2,0,6,2,6,2,0,0,0,0,0,0,3
04.04.2019,Davidovich Fokina A.,Sousa P.,1,2,2,6,6,4,0,6,0,0,0,0,5
30.03.2019,Davidovich Fokina A.,Andujar P.,1,2,2,6,7,5,3,6,0,0,0,0,5
29.03.2019,Monteiro T.,Davidovich Fokina A.,1,2,4,6,6,3,1,6,0,0,0,0,5
28.03.2019,Davidovich Fokina A.,Taberner C.,2,0,6,2,6,0,0,0,0,0,0,0,3
24.02.2019,Duckworth J.,Davidovich Fokina A.,2,0,6,4,6,3,0,0,0,0,0,0,3
23.02.2019,Davidovich Fokina A.,Sela D.,2,1,6,5,7,7,6,4,6,3,0,0,5
22.02.2019,Moriya H.,Davidovich Fokina A.,1,2,2,6,6,0,2,6,0,0,0,0,5
21.02.2019,Davidovich Fokina A.,Sugita Y.,2,0,6,2,6,1,0,0,0,0,0,0,3
14.02.2019,Davidovich Fokina A.,Ito T.,1,2,6,1,3,6,4,6,0,0,0,0,5
08.02.2019,Harris A.,Davidovich Fokina A.,2,1,1,6,7,8,6,6,6,2,0,0,5
07.02.2019,Myneni S.,Davidovich Fokina A.,0,2,3,6,6,3,7,7,0,0,0,0,5
10.01.2019,Coppejans K.,Davidovich Fokina A.,2,1,6,2,3,6,6,3,0,0,0,0,5
03.11.2018,Davidovich Fokina A.,Kavcic B.,0,2,5,7,4,6,0,0,0,0,0,0,3
02.11.2018,Mukund S. K.,Davidovich Fokina A.,0,2,4,6,2,6,0,0,0,0,0,0,3
01.11.2018,Yang T-H.,Davidovich Fokina A.,1,2,7,7,6,1,4,6,2,6,0,0,5
26.10.2018,Kavcic B.,Davidovich Fokina A.,2,1,7,7,6,3,2,6,6,1,0,0,5
25.10.2018,Valkusz M.,Davidovich Fokina A.,0,2,2,6,1,6,0,0,0,0,0,0,3
16.09.2018,Davidovich Fokina A.,Andreozzi G.,1,2,4,6,6,4,3,6,0,0,0,0,5
15.09.2018,Davidovich Fokina A.,Molleker R.,2,1,6,1,2,6,6,2,0,0,0,0,5
